,0
2978,0
2979,0
2980,0
2981,1
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,0
2990,0
2991,0
2992,0
2993,0
2994,0
2995,1
2996,0
2997,0
2998,0
2999,0
3000,0
3001,0
3002,0
3003,0
3004,0
3005,1
3006,0
3007,0
3008,0
3009,1
3010,0
3011,0
3012,1
3013,0
3014,0
3015,0
3016,0
3017,0
3018,0
3019,1
3020,0
3021,0
3022,0
3023,0
3024,0
3025,1
3026,0
3027,0
3028,1
3029,0
3030,0
3031,2
3032,1
3033,0
3034,0
3035,0
3036,0
3037,0
3038,2
3039,0
3040,-1
3041,2
3042,2
3043,6
3044,0
3045,2
3046,0
3047,2
3048,0
3049,0
3050,2
3051,0
3052,2
3053,2
3054,-1
3055,0
3056,1
3057,0
3058,0
3059,-1
3060,0
3061,1
3062,2
3063,0
3064,2
3065,0
3066,0
3067,0
3068,2
3069,2
3070,0
3071,5
3072,7
3073,2
3074,-1
3075,0
3076,0
3077,0
3078,1
3079,0
3080,0
3081,1
3082,1
3083,0
3084,0
3085,0
3086,0
3087,0
3088,0
3089,0
3090,0
3091,0
3092,0
3093,0
3094,0
3095,0
3096,0
3097,0
3098,0
3099,1
3100,0
3101,1
3102,0
3103,1
3104,0
3105,0
3106,0
3107,0
3108,0
3109,7
3110,0
3111,0
3112,0
3113,1
3114,-1
3115,0
3116,0
3117,1
3118,0
3119,1
3120,0
3121,-1
3122,0
3123,0
3124,0
3125,0
3126,0
3127,0
3128,0
3129,7
3130,0
3131,3
3132,0
3133,0
3134,0
3135,0
3136,0
3137,1
3138,0
3139,0
3140,0
3141,0
3142,0
3143,1
3144,0
3145,1
3146,1
3147,0
3148,0
3149,0
3150,-1
3151,4
3152,2
3153,1
3154,-1
3155,1
3156,1
3157,0
3158,0
3159,5
3160,0
3161,0
3162,1
3163,0
3164,1
3165,1
3166,0
3167,-1
3168,0
3169,0
3170,2
3171,0
3172,0
3173,0
3174,0
3175,1
3176,0
3177,1
3178,1
3179,0
3180,1
3181,0
3182,1
3183,0
3184,0
3185,1
3186,0
3187,0
3188,1
3189,1
3190,1
3191,0
3192,0
3193,0
3194,1
3195,0
3196,1
3197,0
3198,1
3199,-1
3200,0
3201,1
3202,0
3203,1
3204,-1
3205,-1
3206,0
3207,1
3208,0
3209,0
3210,0
3211,0
3212,-1
3213,0
3214,0
3215,0
3216,1
3217,1
3218,0
3219,0
3220,1
3221,0
3222,0
3223,0
3224,1
3225,0
3226,1
3227,0
3228,0
3229,5
3230,1
3231,1
3232,0
3233,0
3234,1
3235,0
3236,0
3237,0
3238,-1
3239,0
3240,0
3241,0
3242,0
3243,0
3244,0
3245,0
3246,0
3247,2
3248,0
3249,0
3250,0
3251,0
3252,0
3253,0
3254,0
3255,0
3256,-1
3257,0
3258,0
3259,0
3260,1
3261,0
3262,0
3263,0
3264,0
3265,0
3266,0
3267,1
3268,0
3269,0
3270,0
3271,0
3272,0
3273,0
3274,0
3275,0
3276,1
3277,1
3278,1
3279,0
3280,0
3281,5
3282,0
3283,0
3284,0
3285,0
3286,1
3287,1
3288,0
3289,0
3290,-1
3291,-1
3292,0
3293,0
3294,3
3295,-1
3296,1
3297,2
3298,1
3299,0
3300,1
3301,1
3302,0
3303,0
3304,1
3305,0
3306,1
3307,1
3308,1
3309,0
3310,1
3311,1
3312,0
3313,0
3314,0
3315,0
3316,0
3317,0
3318,1
3319,0
3320,0
3321,0
3322,0
3323,0
3324,1
3325,1
3326,0
3327,0
3328,0
3329,0
3330,0
3331,0
3332,0
3333,1
3334,1
3335,1
3336,0
3337,0
3338,0
3339,1
3340,0
3341,0
3342,0
3343,0
3344,0
3345,1
3346,0
3347,1
3348,0
3349,0
3350,0
3351,0
3352,1
3353,1
3354,5
3355,0
3356,1
3357,0
3358,1
3359,0
3360,1
3361,1
3362,1
3363,0
3364,0
3365,1
3366,0
3367,0
3368,0
3369,0
3370,0
3371,-1
3372,0
3373,0
3374,0
3375,0
3376,-1
3377,1
3378,0
3379,0
3380,-1
3381,0
3382,0
3383,0
3384,0
3385,1
3386,0
3387,0
3388,0
3389,1
3390,0
3391,1
3392,1
3393,0
3394,0
3395,1
3396,0
3397,0
3398,1
3399,0
3400,0
3401,0
3402,7
3403,1
3404,0
3405,1
3406,2
3407,1
3408,0
3409,0
3410,6
3411,0
3412,0
3413,0
3414,0
3415,0
3416,0
3417,1
3418,1
3419,0
3420,1
3421,1
3422,0
3423,4
3424,0
3425,0
3426,0
3427,5
3428,0
3429,0
3430,0
3431,1
3432,0
3433,0
3434,1
3435,-1
3436,1
3437,1
3438,1
3439,1
3440,0
3441,-1
3442,0
3443,1
3444,0
3445,0
3446,0
3447,0
3448,0
3449,0
3450,0
3451,0
3452,0
3453,-1
3454,1
3455,0
3456,1
3457,1
3458,0
3459,0
3460,0
3461,0
3462,0
3463,0
3464,0
3465,0
3466,0
3467,0
3468,1
3469,3
3470,0
3471,1
3472,0
3473,1
3474,0
3475,1
3476,0
3477,0
3478,1
3479,1
3480,1
3481,1
3482,4
3483,4
3484,0
3485,-1
3486,0
3487,5
3488,0
3489,0
3490,1
3491,0
3492,0
3493,0
3494,0
3495,1
3496,0
3497,1
3498,4
3499,1
3500,0
3501,0
3502,0
3503,0
3504,1
3505,0
3506,1
3507,0
3508,1
3509,1
3510,0
3511,-1
3512,-1
3513,0
3514,0
3515,-1
3516,0
3517,7
3518,1
3519,1
3520,0
3521,0
3522,1
3523,0
3524,7
3525,-1
3526,0
3527,0
3528,1
3529,-1
3530,0
3531,0
3532,0
3533,0
3534,0
3535,1
3536,0
3537,0
3538,0
3539,0
3540,1
3541,7
3542,0
3543,1
3544,0
3545,0
3546,7
3547,0
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,1
3555,0
3556,0
3557,0
3558,0
3559,0
3560,1
3561,1
3562,7
3563,0
3564,0
3565,-1
3566,0
3567,0
3568,0
3569,0
3570,0
3571,1
3572,1
3573,-1
3574,0
3575,1
3576,0
3577,0
3578,0
3579,0
3580,1
3581,0
3582,0
3583,0
3584,0
3585,1
3586,0
3587,0
3588,4
3589,1
3590,0
3591,1
3592,0
3593,0
3594,-1
3595,0
3596,2
3597,0
3598,1
3599,0
3600,1
3601,0
3602,7
3603,0
3604,0
3605,0
3606,1
3607,7
3608,0
3609,0
3610,0
3611,0
3612,1
3613,0
3614,0
3615,-1
3616,1
3617,0
3618,1
3619,0
3620,0
3621,1
3622,0
3623,0
3624,0
3625,0
3626,0
3627,7
3628,0
3629,1
3630,4
3631,1
3632,0
3633,0
3634,0
3635,1
3636,4
3637,0
3638,4
3639,0
3640,4
3641,0
3642,1
3643,0
3644,0
3645,1
3646,0
3647,1
3648,0
3649,0
3650,-1
3651,0
3652,1
3653,0
3654,1
3655,1
3656,0
3657,0
3658,0
3659,-1
3660,0
3661,0
3662,0
3663,1
3664,0
3665,0
3666,0
3667,0
3668,1
3669,1
3670,-1
3671,1
3672,4
3673,0
3674,0
3675,1
3676,0
3677,1
3678,0
3679,0
3680,-1
3681,0
3682,0
3683,-1
3684,0
3685,0
3686,1
3687,7
3688,0
3689,1
3690,0
3691,1
3692,0
3693,0
3694,0
3695,0
3696,7
3697,0
3698,0
3699,0
3700,0
3701,0
3702,1
3703,0
3704,0
3705,0
3706,0
3707,0
3708,0
3709,1
3710,1
3711,0
3712,0
3713,-1
3714,7
3715,0
3716,0
3717,0
3718,0
3719,0
3720,0
3721,1
3722,0
3723,1
3724,1
3725,0
3726,0
3727,1
3728,0
3729,2
3730,0
3731,0
3732,0
3733,0
3734,1
3735,0
3736,0
3737,0
3738,-1
3739,0
3740,0
3741,2
3742,4
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0
3750,0
3751,0
3752,0
3753,0
3754,0
3755,0
3756,0
3757,0
3758,0
3759,1
3760,1
3761,0
3762,0
3763,1
3764,0
3765,0
3766,0
3767,0
3768,0
3769,1
3770,0
3771,0
3772,0
3773,1
3774,-1
3775,1
3776,0
3777,0
3778,-1
3779,2
3780,0
3781,0
3782,0
3783,0
3784,1
3785,0
3786,1
3787,-1
3788,1
3789,0
3790,0
3791,0
3792,0
3793,1
3794,0
3795,0
3796,3
3797,1
3798,-1
3799,0
3800,0
3801,0
3802,0
3803,0
3804,0
3805,0
3806,1
3807,0
3808,0
3809,0
3810,1
3811,1
3812,0
3813,0
3814,1
3815,0
3816,1
3817,0
3818,0
3819,0
3820,1
3821,0
3822,0
3823,1
3824,0
3825,1
3826,1
3827,0
3828,0
3829,0
3830,0
3831,1
3832,0
3833,0
3834,1
3835,0
3836,0
3837,0
3838,0
3839,0
3840,1
3841,0
3842,1
3843,0
3844,0
3845,0
3846,0
3847,0
3848,1
3849,0
3850,0
3851,1
3852,1
3853,0
3854,1
3855,-1
3856,0
3857,-1
3858,0
3859,0
3860,6
3861,0
3862,1
3863,0
3864,0
3865,0
3866,0
3867,0
3868,-1
3869,1
3870,-1
3871,1
3872,0
3873,0
3874,0
3875,-1
3876,1
3877,1
3878,1
3879,1
3880,0
3881,0
3882,0
3883,7
3884,3
3885,1
3886,1
3887,0
3888,0
3889,-1
3890,0
3891,0
3892,0
3893,0
3894,0
3895,7
3896,1
3897,0
3898,0
3899,0
3900,0
3901,0
3902,0
3903,0
3904,7
3905,0
3906,1
3907,0
3908,2
3909,0
3910,0
3911,0
3912,0
3913,0
3914,0
3915,1
3916,1
3917,0
3918,0
3919,0
3920,0
3921,0
3922,0
3923,0
3924,0
3925,0
3926,0
3927,0
3928,0
3929,0
3930,1
3931,0
3932,0
3933,0
3934,0
3935,1
3936,0
3937,0
3938,0
3939,0
3940,0
3941,1
3942,1
3943,0
3944,1
3945,-1
3946,0
3947,0
3948,0
3949,0
3950,2
3951,0
3952,1
3953,0
3954,0
3955,0
3956,0
3957,0
3958,-1
3959,0
3960,2
3961,0
3962,0
3963,0
3964,0
3965,0
3966,0
3967,0
3968,0
3969,0
3970,1
3971,0
3972,0
3973,0
3974,0
3975,4
3976,0
3977,0
3978,0
3979,0
3980,0
3981,0
3982,0
3983,0
3984,4
3985,0
3986,0
3987,0
3988,1
3989,1
3990,0
3991,0
3992,0
3993,0
3994,0
3995,1
3996,0
3997,1
3998,0
3999,1
4000,1
4001,1
4002,1
4003,0
4004,0
4005,0
4006,0
4007,0
4008,0
4009,1
4010,1
4011,1
4012,0
4013,0
4014,1
4015,0
4016,1
4017,0
4018,1
4019,1
4020,1
4021,7
4022,1
4023,1
4024,1
4025,1
4026,0
4027,0
4028,1
4029,1
4030,0
4031,0
4032,0
4033,0
4034,1
4035,1
4036,0
4037,7
4038,1
4039,0
4040,0
4041,1
4042,1
4043,1
4044,0
4045,0
4046,-1
4047,0
4048,0
4049,1
4050,0
4051,0
4052,0
4053,0
4054,-1
4055,1
4056,1
4057,0
4058,0
4059,1
4060,0
4061,0
4062,1
4063,0
4064,0
4065,1
4066,0
4067,0
4068,1
4069,-1
4070,-1
4071,1
4072,1
4073,1
4074,1
4075,0
4076,0
4077,0
4078,6
4079,1
4080,1
4081,1
4082,0
4083,0
4084,1
4085,0
4086,0
4087,0
4088,0
4089,0
4090,1
4091,0
4092,1
4093,1
4094,0
4095,1
4096,-1
4097,0
4098,1
4099,1
4100,2
4101,2
4102,-1
4103,0
4104,0
4105,1
4106,1
4107,0
4108,0
4109,0
4110,0
4111,1
4112,0
4113,-1
4114,-1
4115,0
4116,1
4117,0
4118,0
4119,0
4120,0
4121,-1
4122,0
4123,0
4124,0
4125,0
4126,0
4127,6
4128,0
4129,1
4130,1
4131,0
4132,0
4133,1
4134,1
4135,1
4136,0
4137,0
4138,1
4139,0
4140,-1
4141,0
4142,0
4143,0
4144,1
4145,0
4146,0
4147,0
4148,0
4149,1
4150,0
4151,0
4152,1
4153,0
4154,1
4155,1
4156,0
4157,0
4158,0
4159,0
4160,0
4161,1
4162,1
4163,0
4164,1
4165,-1
4166,0
4167,-1
4168,0
4169,1
4170,-1
4171,0
4172,1
4173,1
4174,1
4175,0
4176,1
4177,1
4178,1
4179,1
4180,1
4181,1
4182,1
4183,0
4184,1
4185,-1
4186,-1
4187,-1
4188,0
4189,-1
4190,1
4191,0
4192,0
4193,0
4194,1
4195,1
4196,1
4197,0
4198,1
4199,1
4200,0
4201,0
4202,0
4203,0
4204,0
4205,4
4206,0
4207,1
4208,0
4209,0
4210,0
4211,0
4212,0
4213,0
4214,0
4215,0
4216,0
4217,0
4218,1
4219,0
4220,0
4221,0
4222,1
4223,1
4224,0
4225,1
4226,0
4227,0
4228,0
4229,0
4230,0
4231,0
4232,0
4233,0
4234,0
4235,0
4236,0
4237,0
4238,1
4239,0
4240,0
4241,0
4242,0
4243,0
4244,0
4245,0
4246,0
4247,0
4248,0
4249,0
4250,0
4251,1
4252,0
4253,0
4254,0
4255,0
4256,0
4257,0
4258,0
4259,0
4260,0
4261,0
4262,0
4263,0
4264,0
4265,0
4266,0
4267,0
4268,0
4269,0
4270,1
4271,1
4272,0
4273,0
4274,0
4275,0
4276,0
4277,0
4278,0
4279,0
4280,0
4281,0
4282,0
4283,0
4284,0
4285,0
4286,0
4287,0
4288,1
4289,0
4290,0
4291,0
4292,0
4293,0
4294,0
4295,0
4296,0
4297,0
4298,0
4299,1
4300,0
4301,1
4302,0
4303,6
4304,1
4305,-1
4306,1
4307,0
4308,0
4309,2
4310,0
4311,0
4312,0
4313,0
4314,0
4315,0
4316,0
4317,1
4318,0
4319,1
4320,1
4321,0
4322,0
4323,0
4324,1
4325,0
4326,0
4327,0
4328,0
4329,0
4330,0
4331,1
4332,1
4333,0
4334,0
4335,1
4336,1
4337,3
4338,1
4339,0
4340,0
4341,0
4342,0
4343,0
4344,5
4345,0
4346,1
4347,0
4348,0
4349,1
4350,0
4351,0
4352,1
4353,0
4354,0
4355,0
4356,0
4357,1
4358,0
4359,0
4360,0
4361,0
4362,0
4363,0
4364,1
4365,0
4366,1
4367,1
4368,0
4369,0
4370,1
4371,0
4372,0
4373,0
4374,0
4375,0
4376,1
4377,0
4378,1
4379,0
4380,0
4381,0
4382,0
4383,1
4384,0
4385,0
4386,0
4387,0
4388,0
4389,0
4390,0
4391,6
4392,0
4393,0
4394,0
4395,0
4396,0
4397,1
4398,0
4399,1
4400,0
4401,0
4402,0
4403,0
4404,0
4405,0
4406,0
4407,0
4408,0
4409,0
4410,0
4411,0
4412,0
4413,0
4414,1
4415,0
4416,1
4417,1
4418,0
4419,1
4420,1
4421,0
4422,1
4423,1
4424,0
4425,0
4426,1
4427,0
4428,0
4429,1
4430,1
4431,1
4432,0
4433,1
4434,0
4435,0
4436,0
4437,0
4438,1
4439,0
4440,0
4441,0
4442,0
4443,0
4444,0
4445,0
4446,1
4447,0
4448,7
4449,0
4450,0
4451,0
4452,0
4453,0
4454,0
4455,0
4456,0
4457,0
4458,0
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,0
4466,1
4467,0
4468,0
4469,5
4470,0
4471,1
4472,0
4473,0
4474,0
4475,0
4476,0
4477,0
4478,0
4479,0
4480,3
4481,1
4482,1
4483,0
4484,0
4485,0
4486,0
4487,0
4488,0
4489,0
4490,1
4491,0
4492,1
4493,0
4494,0
4495,0
4496,0
4497,0
4498,0
4499,0
4500,0
4501,1
4502,0
4503,0
4504,0
4505,0
4506,0
4507,0
4508,0
4509,0
4510,1
4511,0
4512,0
4513,0
4514,0
4515,0
4516,0
4517,0
4518,0
4519,1
4520,0
4521,-1
4522,0
4523,-1
4524,0
4525,0
4526,0
4527,1
4528,0
4529,0
4530,0
4531,0
4532,0
4533,1
4534,-1
4535,0
4536,0
4537,0
4538,0
4539,1
4540,0
4541,1
4542,0
4543,1
4544,0
4545,1
4546,0
4547,0
4548,0
4549,0
4550,0
4551,1
4552,0
4553,0
4554,0
4555,0
4556,0
4557,1
4558,1
4559,0
4560,1
4561,0
4562,0
4563,0
4564,0
4565,1
4566,0
4567,0
4568,0
4569,0
4570,0
4571,0
4572,0
4573,2
4574,1
4575,0
4576,0
4577,1
4578,1
4579,0
4580,0
4581,0
4582,0
4583,0
4584,0
4585,0
4586,1
4587,0
4588,0
4589,0
4590,0
4591,1
4592,1
4593,0
4594,0
4595,0
4596,0
4597,0
4598,0
4599,0
4600,0
4601,0
4602,0
4603,2
4604,1
4605,0
4606,0
4607,1
4608,1
4609,0
4610,1
4611,0
4612,0
4613,0
4614,0
4615,0
4616,0
4617,0
4618,1
4619,0
4620,0
4621,0
4622,0
4623,1
4624,0
4625,0
4626,1
4627,0
4628,0
4629,0
4630,0
4631,1
4632,0
4633,7
4634,0
4635,0
4636,0
4637,0
4638,0
4639,0
4640,0
4641,0
4642,1
4643,1
4644,0
4645,0
4646,-1
4647,1
4648,0
4649,0
4650,0
4651,1
4652,1
4653,0
4654,0
4655,0
4656,1
4657,0
4658,0
4659,0
4660,0
4661,0
4662,0
4663,0
4664,0
4665,0
4666,0
4667,0
4668,1
4669,-1
4670,0
4671,1
4672,0
4673,0
4674,0
4675,0
4676,0
4677,0
4678,0
4679,0
4680,0
4681,1
4682,1
4683,0
4684,0
4685,1
4686,-1
4687,0
4688,0
4689,0
4690,0
4691,0
4692,0
4693,0
4694,0
4695,0
4696,0
4697,0
4698,1
4699,-1
4700,1
4701,0
4702,0
4703,-1
4704,0
4705,0
4706,1
4707,0
4708,0
4709,0
4710,1
4711,0
4712,1
4713,-1
4714,0
4715,0
4716,0
4717,0
4718,1
4719,0
4720,0
4721,0
4722,5
4723,0
4724,1
4725,1
4726,0
4727,0
4728,0
4729,0
4730,1
4731,0
4732,1
4733,1
4734,0
4735,0
4736,0
4737,0
4738,0
4739,0
4740,0
4741,-1
4742,1
4743,1
4744,0
4745,0
4746,0
4747,0
4748,1
4749,0
4750,0
4751,2
4752,0
4753,0
4754,0
4755,0
4756,0
4757,1
4758,0
4759,0
4760,0
4761,1
4762,1
4763,0
4764,0
4765,1
4766,0
4767,0
4768,0
4769,0
4770,0
4771,1
4772,0
4773,0
4774,-1
4775,1
4776,0
4777,1
4778,0
4779,1
4780,0
4781,0
4782,1
4783,1
4784,0
4785,0
4786,0
4787,0
4788,0
4789,0
4790,0
4791,0
4792,0
4793,0
4794,0
4795,1
4796,0
4797,0
4798,0
4799,2
4800,1
4801,0
4802,0
4803,1
4804,0
4805,0
4806,0
4807,0
4808,0
4809,0
4810,0
4811,0
4812,0
4813,0
4814,0
4815,0
4816,0
4817,0
4818,0
4819,0
4820,0
4821,0
4822,0
4823,1
4824,0
4825,0
4826,1
4827,0
4828,0
4829,1
4830,0
4831,0
4832,0
4833,0
4834,0
4835,0
4836,0
4837,1
4838,0
4839,0
4840,1
4841,0
4842,1
4843,0
4844,0
4845,0
4846,-1
4847,0
4848,1
4849,1
4850,0
4851,0
4852,0
4853,0
4854,0
4855,1
4856,0
4857,1
4858,0
4859,0
4860,0
4861,0
4862,0
4863,1
4864,0
4865,0
4866,0
4867,0
4868,0
4869,0
4870,0
4871,0
4872,0
4873,1
4874,1
4875,0
4876,0
4877,0
4878,1
4879,0
4880,0
4881,0
4882,0
4883,1
4884,0
4885,-1
4886,1
4887,1
4888,0
4889,1
4890,1
4891,0
4892,0
4893,0
4894,0
4895,1
4896,0
4897,0
4898,0
4899,1
4900,0
4901,1
4902,0
4903,0
4904,0
4905,0
4906,0
4907,1
4908,0
4909,0
4910,0
4911,0
4912,0
4913,0
4914,0
4915,0
4916,0
4917,0
4918,1
4919,0
4920,1
4921,0
4922,0
4923,0
4924,0
4925,0
4926,0
4927,1
4928,1
4929,0
4930,0
4931,0
4932,0
4933,0
4934,0
4935,1
4936,0
4937,0
4938,1
4939,0
4940,0
4941,0
4942,0
4943,0
4944,0
4945,1
4946,7
4947,1
4948,0
4949,0
4950,1
4951,0
4952,0
4953,7
4954,0
4955,0
4956,1
4957,4
4958,0
4959,1
4960,0
4961,0
4962,-1
4963,0
4964,0
4965,0
4966,0
4967,0
4968,0
4969,0
4970,1
4971,1
4972,0
4973,0
4974,2
4975,1
4976,0
4977,0
4978,0
4979,0
4980,0
4981,0
4982,0
4983,1
4984,2
4985,0
4986,1
4987,0
4988,0
4989,0
4990,0
4991,0
4992,0
4993,0
4994,1
4995,1
4996,0
4997,0
4998,0
4999,-1
5000,1
5001,-1
5002,1
5003,0
5004,0
5005,1
5006,0
5007,1
5008,0
5009,0
5010,0
5011,1
5012,1
5013,1
5014,0
5015,1
5016,1
5017,0
5018,0
5019,1
5020,0
5021,0
5022,0
5023,0
5024,1
5025,1
5026,0
5027,0
5028,1
5029,0
5030,1
5031,1
5032,0
5033,1
5034,1
5035,1
5036,0
5037,1
5038,1
5039,0
5040,0
5041,0
5042,1
5043,0
5044,0
5045,0
5046,0
5047,2
5048,0
5049,1
5050,0
5051,0
5052,-1
5053,0
5054,-1
5055,1
5056,0
5057,1
5058,0
5059,0
5060,1
5061,0
5062,0
5063,0
5064,0
5065,0
5066,0
5067,0
5068,0
5069,0
5070,1
5071,0
5072,1
5073,0
5074,0
5075,0
5076,0
5077,1
5078,1
5079,0
5080,3
5081,0
5082,0
5083,0
5084,0
5085,0
5086,0
5087,0
5088,0
5089,1
5090,0
5091,0
5092,1
5093,1
5094,0
5095,0
5096,1
5097,0
5098,0
5099,0
5100,1
5101,0
5102,0
5103,0
5104,0
5105,0
5106,0
5107,1
5108,1
5109,0
5110,0
5111,1
5112,1
5113,1
5114,0
5115,0
5116,0
5117,0
5118,0
5119,0
5120,-1
5121,4
5122,0
5123,1
5124,0
5125,0
5126,0
5127,-1
5128,1
5129,0
5130,1
5131,0
5132,0
5133,1
5134,1
5135,0
5136,1
5137,1
5138,1
5139,0
5140,1
5141,0
5142,0
5143,0
5144,0
5145,0
5146,0
5147,-1
5148,0
5149,0
5150,6
5151,-1
5152,1
5153,0
5154,0
5155,1
5156,1
5157,-1
5158,0
5159,1
5160,1
5161,0
5162,0
5163,7
5164,1
5165,1
5166,0
5167,0
5168,0
5169,0
5170,1
5171,0
5172,0
5173,0
5174,0
5175,0
5176,0
5177,0
5178,0
5179,0
5180,0
5181,6
5182,6
5183,-1
5184,0
5185,6
5186,6
5187,1
5188,6
5189,-1
5190,1
5191,0
5192,0
5193,6
5194,1
5195,1
5196,-1
5197,1
5198,0
5199,0
5200,6
5201,1
5202,1
5203,1
5204,1
5205,0
5206,1
5207,-1
5208,0
5209,1
5210,1
5211,0
5212,0
5213,0
5214,1
5215,1
5216,0
5217,0
5218,0
5219,1
5220,0
5221,1
5222,1
5223,0
5224,1
5225,0
5226,0
5227,0
5228,0
5229,0
5230,1
5231,1
5232,0
5233,1
5234,0
5235,1
5236,0
5237,0
5238,0
5239,0
5240,0
5241,0
5242,0
5243,1
5244,0
5245,0
5246,1
5247,0
5248,0
5249,0
5250,1
5251,0
5252,1
5253,0
5254,0
5255,0
5256,0
5257,0
5258,0
5259,0
5260,0
5261,1
5262,1
5263,0
5264,0
5265,0
5266,0
5267,1
5268,1
5269,1
5270,0
5271,0
5272,0
5273,0
5274,0
5275,0
5276,0
5277,0
5278,0
5279,1
5280,0
5281,0
5282,0
5283,1
5284,1
5285,0
5286,1
5287,0
5288,0
5289,0
5290,0
5291,1
5292,1
5293,1
5294,0
5295,0
5296,1
5297,0
5298,-1
5299,0
5300,0
5301,0
5302,1
5303,0
5304,1
5305,0
5306,1
5307,1
5308,0
5309,0
5310,0
5311,0
5312,0
5313,0
5314,-1
5315,1
5316,0
5317,3
5318,0
5319,0
5320,1
5321,0
5322,0
5323,0
5324,1
5325,0
5326,0
5327,1
5328,0
5329,0
5330,1
5331,0
5332,0
5333,0
5334,0
5335,0
5336,0
5337,1
5338,0
5339,0
5340,0
5341,0
5342,-1
5343,0
5344,0
5345,1
5346,0
5347,0
5348,1
5349,0
5350,1
5351,0
5352,1
5353,4
5354,0
5355,0
5356,0
5357,7
5358,1
5359,1
5360,0
5361,0
5362,0
5363,-1
5364,7
5365,-1
5366,0
5367,1
5368,1
5369,0
5370,0
5371,0
5372,0
5373,1
5374,0
5375,0
5376,1
5377,0
5378,1
5379,0
5380,1
5381,0
5382,0
5383,0
5384,0
5385,0
5386,1
5387,0
5388,0
5389,1
5390,0
5391,1
5392,1
5393,1
5394,1
5395,0
5396,1
5397,0
5398,1
5399,0
5400,1
5401,0
5402,1
5403,1
5404,1
5405,0
5406,1
5407,0
5408,0
5409,0
5410,0
5411,0
5412,0
5413,0
5414,1
5415,0
5416,1
5417,0
5418,0
5419,0
5420,0
5421,0
5422,0
5423,1
5424,0
5425,7
5426,1
5427,0
5428,0
5429,0
5430,1
5431,0
5432,0
5433,0
5434,0
5435,1
5436,0
5437,0
5438,0
5439,0
5440,0
5441,0
5442,0
5443,1
5444,0
5445,0
5446,0
5447,0
5448,0
5449,0
5450,0
5451,0
5452,1
5453,0
5454,0
5455,0
5456,0
5457,1
5458,0
5459,1
5460,0
5461,0
5462,0
5463,0
5464,1
5465,1
5466,0
5467,7
5468,0
5469,0
5470,0
5471,0
5472,0
5473,0
5474,-1
5475,0
5476,0
5477,0
5478,2
5479,0
5480,4
5481,1
5482,0
5483,0
5484,0
5485,0
5486,1
5487,0
5488,0
5489,-1
5490,0
5491,7
5492,1
5493,1
5494,0
5495,0
5496,0
5497,0
5498,0
5499,0
5500,-1
5501,0
5502,0
5503,0
5504,0
5505,0
5506,0
5507,0
5508,0
5509,0
5510,0
5511,0
5512,0
5513,1
5514,0
5515,0
5516,0
5517,0
5518,0
5519,1
5520,1
5521,1
5522,0
5523,0
5524,0
5525,1
5526,0
5527,0
5528,0
5529,0
5530,0
5531,0
5532,1
5533,1
5534,1
5535,0
5536,0
5537,1
5538,0
5539,0
5540,0
5541,1
5542,0
5543,0
5544,0
5545,0
5546,1
5547,0
5548,0
5549,0
5550,1
5551,0
5552,7
5553,1
5554,2
5555,0
5556,1
5557,0
5558,0
5559,5
5560,0
5561,0
5562,0
5563,0
5564,0
5565,0
5566,0
5567,0
5568,0
5569,0
5570,1
5571,1
5572,0
5573,0
5574,1
5575,1
5576,1
5577,1
5578,0
5579,1
5580,0
5581,1
5582,0
5583,0
5584,0
5585,0
5586,0
5587,1
5588,0
5589,0
5590,0
5591,0
5592,0
5593,0
5594,0
5595,0
5596,0
5597,0
5598,0
5599,0
5600,0
5601,0
5602,1
5603,7
5604,0
5605,0
5606,1
5607,0
5608,1
5609,0
5610,1
5611,0
5612,-1
5613,0
5614,0
5615,1
5616,0
5617,1
5618,1
5619,1
5620,0
5621,0
5622,1
5623,0
5624,0
5625,0
5626,0
5627,1
5628,3
5629,0
5630,0
5631,1
5632,0
5633,0
5634,1
5635,0
5636,7
5637,0
5638,7
5639,0
5640,0
5641,0
5642,0
5643,7
5644,0
5645,0
5646,0
5647,0
5648,0
5649,0
5650,7
5651,0
5652,1
5653,0
5654,0
5655,0
5656,0
5657,0
5658,1
5659,1
5660,0
5661,0
5662,1
5663,0
5664,0
5665,0
5666,1
5667,0
5668,1
5669,1
5670,1
5671,1
5672,1
5673,0
5674,1
5675,1
5676,1
5677,1
5678,0
5679,0
5680,0
5681,1
5682,0
5683,1
5684,0
5685,0
5686,-1
5687,1
5688,0
5689,0
5690,0
5691,0
5692,1
5693,1
5694,1
5695,0
5696,1
5697,1
5698,0
5699,1
5700,1
5701,1
5702,0
5703,1
5704,0
5705,1
5706,0
5707,0
5708,0
5709,1
5710,0
5711,1
5712,2
5713,0
5714,0
5715,0
5716,1
5717,0
5718,1
5719,5
5720,0
5721,0
5722,0
5723,0
5724,0
5725,0
5726,1
5727,0
5728,0
5729,0
5730,1
5731,1
5732,0
5733,0
5734,1
5735,0
5736,0
5737,0
5738,0
5739,0
5740,0
5741,0
5742,0
5743,0
5744,1
5745,0
5746,1
5747,0
5748,0
5749,0
5750,0
5751,0
5752,4
5753,1
5754,1
